AnimalID,TickNum,LandscapePatch 0,LandscapePatch 1,LandscapePatch 2,LandscapePatch 3,LandscapePatch 4,LandscapePatch 5,LandscapePatch 6,LandscapePatch 7,LandscapePatch 8,Current Elevation,Previous Elevation,Fitness Gained,Average Fitness,Total Fitness,X Pos,Y Pos
34,122,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,1.0,0.0,0,0,0,7.6666665,92,49,50
35,122,0.0,0.0,0.0,0.8627451,0.627451,0.6666667,1.0,0.3529412,0.29411766,32,18,14,32.327587,1875,22,49
36,122,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,0,0,11.916667,143,50,49
37,122,0.0,0.0,0.0,0.0,0.0,0.0,0.84615386,1.0,0.90384614,0,47,-47,26.068966,1465,19,50
38,122,0.0,0.0,0.0,0.6875,0.375,0.5625,0.875,0.75,1.0,6,12,-6,8.631579,486,48,49
39,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8095238,0.52380955,0,0,0,14.0,406,46,50
40,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.952381,418,50,50
41,122,0.0,0.0,0.0,0.0,0.0,0.0,0.61290324,1.0,0.87096775,0,0,0,7.5094337,398,38,50
42,122,0.7307692,0.9230769,0.0,0.3846154,0.5,0.0,0.0,1.0,0.0,13,26,-13,10.403509,580,49,38
43,122,0.0,0.0,0.0,0.8787879,1.0,0.3939394,0.969697,0.8787879,0.6363636,33,0,33,15.666667,705,41,49
44,122,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,1.0,0.0,0,0,0,8.833333,318,49,50
45,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.166667,385,50,50
46,122,0.5,0.0,0.0,1.0,0.0,0.0,0.42307693,0.0,0.0,0,0,0,11.407408,616,50,37
47,122,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857,0.6,1.0,0,0,0,17.66,883,33,50
48,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.90384614,0.84615386,0,47,-47,31.571428,1721,20,50
49,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,8.105263,154,50,50
50,122,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,9,-9,9.727273,312,50,49
51,122,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.71875,1.0,0,0,0,21.018183,1156,31,50
52,122,0.0,0.0,0.0,0.0,0.0,0.0,0.61290324,1.0,0.87096775,0,0,0,19.027027,704,38,50
53,122,0.525,0.875,0.55,1.0,0.675,0.525,0.9,0.875,0.85,27,35,-8,9.8,580,34,48
54,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3939394,0.6363636,0,0,0,13.358974,521,42,50
55,122,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,1.0,0.0,0,0,0,8.867925,470,49,50
56,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62857145,0.6857143,0,0,0,10.557693,549,35,50
57,122,0.0,0.0,0.0,0.8181818,0.8787879,1.0,0.6363636,0.969697,0.8787879,29,32,-3,15.488889,694,40,49
58,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.967742,340,50,50
59,122,0.0,0.0,0.0,0.0,0.0,0.0,0.9166667,1.0,0.7916667,0,0,0,12.384615,644,36,50
60,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.551724,277,50,50
61,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.95122,408,50,50
